,VideoID,Date/Time,Title,Description,Tags,Duration,Definition,Caption,Views,Likes,Comments
584,AVwTlJIZX54,2017-03-12T03:00:00Z,"Afraid to Get Back in the Dating Game? This is for YOU (Matthew Hussey, Get The Guy)","►► Don't just get a love life. Love life. → http://www.HowtoGettheGuy.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
“I’m too old…”

“I haven’t dated in 10 years…”

“I’m divorced and don’t know how to be single again…”

In my years of coaching I’ve heard all of these fears. And let’s not lie about it: they’re tough things to get over in your mind.

But it’s so important you break through these worries and get back in the game. 

This week, I’m going to share an inspirational story that proves the truly attractive mindset that will make you magnetic again in dating. 

If you’re stuck now, start here…


►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to have more confidence', 'how to be more attractive', 'core confidence', 'how to love yourself']",PT4M56S,hd,false,128414,3766,373
585,0Jg9Pw-uH2c,2017-03-07T22:38:50Z,"The Matthew Hussey At-Home Retreat Trailer (Matthew Hussey, Get The Guy)","►► The Matthew Hussey At-Home Retreat Coming This Thursday. Click here to be notified on the day... http://www.GetMattsSecret.com
*The 477 bonus spots have now sold out, but you can still claim your place on the Matthew Hussey At-Home Retreat TODAY → http://www.MattsHomeRetreat.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.


►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to be more confident', 'how to be more attractive', 'how to love yourself more']",PT1M58S,hd,false,36821,570,113
586,w2v1u7kz6qU,2017-03-05T03:00:03Z,"I Can Finally Tell You (BIG news) (Matthew Hussey, Get The Guy)","►► Make me your teammate in getting the life of your dreams... Get on my secret announcement list here → http://www.GetMattsSecret.com
***Claim your place on the Matthew Hussey At-Home Retreat TODAY → http://www.MattsHomeRetreat.com

▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
{ABOUT THIS VIDEO}

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to be more attractive', 'how to be more confident', 'how to love yourself', 'how to be happier', 'happiness', 'core confidence']",PT15M50S,hd,false,238720,4014,642
587,iPwe-QUmnmw,2017-02-26T03:00:02Z,"I’ve never revealed this before (WARNING: you may cry)… [Matthew Hussey, Get The Guy]","►► To watch my most valuable secret video for FREE, go to... → http://www.GetMattsSecret.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
Do you ever get tired of being scared?

You have big dreams and ambitions, but you feel stuck. Like you need some powerful emotional sign to show you it’s ok to leap forward. 

Sound familiar? Then you absolutely have to watch this video. 

It’s a super exclusive, never-before-seen clip from my live retreat program that shows a raw, personal transformation on stage from one of my clients (I may take this video down at some point, so don’t miss it). 

Don’t let fear rob you of even one more second...


►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to be more confident', 'how to be more attractive', 'how to love yourself', 'matthew hussey retreat', 'matthew hussey confidence', 'core confidence', 'how to have more confidence']",PT4M12S,hd,false,758136,9074,601
588,n_REVWgfsdw,2017-02-19T03:00:02Z,"The REAL Secret To Getting Closure (It's not what you think...) (Matthew Hussey, Get The Guy)","►► Confused about what to text him? Just copy & paste these 9 FREE texts → http://www.9Texts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
Let’s face it, I have a weird job. 

My friends think so. My mum definitely thinks so. 

This week, if you’ve ever wanted a behind-the-scenes preview into the actual life of a “dating coach” (God, I hate that job title), then make sure to watch this week’s video. 

You’ll see some of my personal thoughts on the state of modern dating, as well as one of my most powerful mindset shifts to help you handle your emotional response when a guy flakes on you...

CREDITS
Directed by Jameson Jordan
Starring Matthew Hussey

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to love life', 'how to love yourself']",PT8M17S,hd,false,1259529,25275,1308
589,52JUkIYKXbg,2017-02-12T03:00:00Z,"Exactly What to Say When He Pulls Away (Matthew Hussey, Get The Guy)","►► Learn EXACTLY What to Say to Men in EVERY Situation – Go Here Now → http://www.GetTheScripts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
What are the real signs a man is losing interest?

He sends less frequent texts... check.

He’s less available for dates... check.

A feeling of “distance” in the way he speaks... check. 

You feel like there’s nothing you can do. But there is a confident, powerful response you can use in this situation that makes him 5x more attracted to you. 

Just watch this video to learn the essential do’s and don’ts of what to say when a guy stops making the effort. 

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey

Produced by:
MATTHEW HUSSEY
JAMESON JORDAN
WILL YOUNGBLOOD
NATASHA ELIAS

Camera Operators:
JAMESON JORDAN
RYAN TURNER","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'what to do when he disappears', 'what to say when he pulls away', 'what to do when a guy stops texting', 'why did he stop texting me', 'what to say', 'he disappeared', 'why men disappear', 'what to do']",PT6M9S,hd,false,2530104,35842,1889
590,LaFQNm88M6k,2017-02-05T03:00:00Z,"Is He The One? 5 Questions to Know for Sure (Matthew Hussey, Get The Guy)","►► Confused About Why Men Disappear? My FREE guide explains → http://www.WhyHesGone.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
How do you know if a man is the perfect guy for you?

Many women assume that he has to tick a bunch of traits on a checklist (e.g. he’s not too short or tall, has the right career, loves animals, plays sports, has his own hair, etc. etc.)

But these are just preferences. They aren’t what really matters when it comes to love. 

I don’t know about perfect, but I’ve learnt that choosing an amazing partner comes down to just five big questions. 

Make sure you can answer all of these 100% before you decide on him...

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey

Music Produced by CHEZ GONZALES
Delorean Time Machine Events @ Facebook","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', '5 questions to ask', 'is he the one?', 'matthew hussey 5 questions to ask', 'how to flirt with a guy', 'is he the one', ""find out if he's the one""]",PT8M18S,hd,false,1773434,44147,1723
591,4_ESK5TaOyw,2017-01-29T03:01:01Z,"The Major RED FLAG You Should Never Ignore In A Man (Matthew Hussey, Get The Guy)","►► Download your FREE chapter at... http://www.GettheFreeChapter.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
It’s so easy to ignore all the warning signs from men.

You like him. He has a good career. You have amazing sexual chemistry. But there are things that you know make him wrong for a relationship:

His wandering eye…

His emotional withdrawal…

His selfish, narcissistic behavior…

If you’ve ever been tempted to stay with a guy despite everything your gut tells you, please watch this video now, before you do anything else today.

I’m about to save you years of heartache and emotional pain...

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', '50 shades darker', '50 shades of grey', 'christian grey', 'anastasia steele', '50 shades', 'narcissim', 'how to deal with a narcissist']",PT9M53S,hd,false,3452064,61856,4969
592,sHWhbW0NmlE,2017-01-22T03:00:02Z,"Fifty Shades Darker In REAL LIFE... (Matthew Hussey, Get The Guy)","►► Confused about what to text him? Just copy & paste these 9 FREE texts → http://www.9Texts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
50 Shades of Grey is a weird story.

Christian is a hot, emotionally-damaged billionaire with some crazy ex girlfriends and a craving for sadomasochism. 

Ana is the young, bookish wallflower with whom he becomes totally obsessed. 

Before they date, he even makes her sign a contract to state which kinky activities he’s allowed to perform on her in the bedroom.

Umm... can anyone say major red flags?? 

So I was thinking: What if someone was 100% honest about this relationship? 

I really don’t want to spoil this week’s video, but all I’ll say is, this is how the trailer should have gone... ;)

Written by JAMESON JORDAN, MATTHEW & STEPHEN HUSSEY
MATTHEW HUSSEY as Christian Grey
MARY ANN MEHRKENS as Anastasia Steele
JAMESON JORDAN as Jack Creepy

Music Produced and Performed by CHEZ GONZALES

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', '50 shades of grey', '50 shades darker', 'christian grey', 'anastasia steele', 'matthew hussey 50 shades', 'how to flirt with a guy']",PT2M1S,hd,false,310830,6965,498
593,eB3AXJxM634,2017-01-15T03:00:02Z,"5 First Date Tips That Make Him Want You More (Matthew Hussey, Get The Guy)","►► Confused About Why Men Disappear? My FREE guide explains → http://www.WhyHesGone.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
What’s the #1 sexiest thing a woman can do on a first date?

Play footsie under the table? Wear a low-cut V-neck sweater? Whisper, “Hey handsome” in his ear when he gives you a hug?

Nope. 

While those things won’t by any means hurt your chances, what really makes a guy want you depends on how you make him feel in your company. 

He needs to feel intrigued. He needs to feel attractive. He needs to feel a sense of fun…

This week, I’m going to teach you 5 killer lines you can say to any guy to fill him with great emotions and get him dying to see you again...


►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to flirt with a guy', 'how to flirt with guys', 'first date', 'first date tips']",PT6M33S,hd,false,1815016,36084,1102
594,cBX_HyzsO40,2017-01-08T03:00:02Z,"How To Never Run Out Of Things To Say In Conversation (Matthew Hussey, Get The Guy)","►► Learn how to create your dream life... Go here → http://www.MatthewHusseyRetreat.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
Uh-oh.

That cute guy just smiled and asked what you’re drinking. He’s got broad shoulders and adorable dimples. 

You make 2 minutes of small talk. But then you draw a blank...

Crap. You’ve run out of things to say. What now?? How do you get out of this awkward silence??

If this has ever happened to you, you need to watch this video. 

I’m going to reveal my 3 simple tricks to let you effortlessly talk to any guy and never stumble over your words again.

►► Deep down, you know there’s something missing in your love life, your career, or your personal life. GOOD NEWS - I have a proven method to transform your life in just 5 short days with me →
http://www.MatthewHusseyRetreat.com

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'how to have more confidence', 'retreat', 'how to be more attractive', 'matthew hussey retreat', 'dating advice for women', 'ready for love', 'confidence issues', 'build confidence', 'self esteem', 'Unleash the Power Within', 'tony robbins', 'date with destiny', 'personal dynamics', 'seminar', 'self help', 'mathew hussey', 'matthew hussy', 'how to flirt with a guy', 'how to flirt with guys']",PT5M43S,hd,false,662448,13914,349
595,fd_WyqHjviA,2017-01-01T03:00:01Z,"""Do I Have to Change to Get the Guy?"" (Matthew Hussey, Get The Guy)","►► These SCRIPTS will get you your guy this year… → http://GettheScripts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
On January 1, everyone tells themselves, “I’m going to diet, get in shape, feel more confident, meet a great guy, and learn how to have an amazing relationship.”

But then we have to actually do it… (gulp). And that’s harder than it sounds.

Don’t panic: In my first blog video of 2017, I’ll reveal the crucial, exact steps to restarting your love life this year, so that you can finally get the incredible partner you deserve...

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to flirt with a guy', 'should I change for him']",PT6M22S,hd,false,273688,6472,410
596,HpD4j2waiDY,2016-12-25T03:00:00Z,"The Video You've Been Begging for ALL Year (Matthew Hussey, Get The Guy)","►► Confused about what to text him? Just copy & paste these 9 FREE texts → http://www.9Texts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
So many of you have asked for this video all year. 

So here it is...

A one-off “behind-the-scenes” special, where you can watch me, at my worst, making a total idiot of myself on camera.

So, if you’ll allow us to be a tad indulgent at Christmas, we at GetTheGuy proudly present to you: the 2016 blooper reel. 

Enjoy ;)

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to flirt with a guy']",PT7M49S,hd,false,168415,4177,597
597,_EugFWPv-aI,2016-12-18T03:00:01Z,"“How Do I Know If He’s Attracted to Me?” (Matthew Hussey, Get The Guy)","►► Use these scripts to attract any man you choose → http://www.GettheScripts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
So a few weeks ago I put out my first Q&A video in a while.

And people loved it.

It’s always fun getting my hands dirty in women’s real-life dating problems, and I know you’ll get a ton of value when you watch this new video. 

This week’s topic is on how to know if a guy is into you. If you’re always stuck wanting to know what he really thinks, you’ll want to see this...


►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'how to flirt with a guy', 'does he like me', 'how to know if he likes me', ""how to know if he's attracted to me"", ""how to know if he's interested""]",PT5M40S,hd,false,2677214,24466,1057
598,32Q-vdk-8GE,2016-12-11T03:00:00Z,"How to Make Him Want You For More Than 1 Night (Matthew Hussey, Get The Guy)","►► Why do men suddenly disappear? This FREE guide explains why and how to stop it → http://www.WhyHesGone.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
So you slept with a guy.

It was good. But now you wake up and have that awkward moment... what now? And how do you keep him attracted afterwards? 

People tend to get a little awkward in dating after “getting physical” for the first time. 

I get it. You want to play it cool, but you also make sure this guy knows you’re interested.

So here are 3 killer techniques that will make him desperate to see you again...

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt with a guy', 'why men disappear', 'why he lost interest', 'why he stopped texting me', 'why did he stop texting me', 'when a guy stops texting you', 'make him want you', 'second date', 'slept with him']",PT5M47S,hd,false,2360610,34362,1402
599,oddMOB7ONyU,2016-12-04T03:00:02Z,"Why He Loses Interest Once You Show Yours (Matthew Hussey, Get The Guy)","►► Why do men suddenly disappear? This FREE guide explains why and how to stop it → http://www.WhyHesGone.com



▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
Uh-oh, you like a guy. 

Quick, whatever you do, don’t let him know. Or else he’ll think you’re desperate.

What rubbish. 

From a young age, women are taught “be passive, let him come to you, and for the love of all things holy don’t scare him away by showing you’re interested.”

If you want to know the truth about what really makes the difference between keeping a guy interested or scaring him away, you need to watch this...

Here’s to women taking back control ;)

P.S. I’ve put together an incredible free gift for you at the end of this video, so please make sure you watch all the way to the end so you don’t miss out. 


►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'why men disappear', 'why he lost interest', 'why he stopped texting me', 'why did he stop texting me', 'when a guy stops texting you', 'when a guy stops talking to you', 'how to flirt with a guy']",PT2M57S,hd,false,2229936,23993,1565
600,kaSd5ogbuPE,2016-11-27T03:00:02Z,"""I'm Not Ready for a Relationship"" (Matthew Hussey, Get The Guy)","►► Confused about what to text him? Just copy & paste these 9 FREE texts → http://www.9Texts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
Here’s a question – how do you know when you’re ready to commit to a relationship?

It’s easy to for us to stereotype and say that men are the only ones who struggle with this problem, but women do, too. 

A (female) reader this week asks, “How do I tell a guy I’m not ready to get serious just yet?” 

If you want to know exactly what to say to keep him interested but still get the message across that you need more time, you’ll want to see this...

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'matthew hussey relationship', ""how to tell a guy you're not ready for a relationship""]",PT5M47S,hd,false,651261,9587,764
601,G8utOpitDfI,2016-11-20T03:00:00Z,"Be Thankful For Bad Men (Matthew Hussey, Get The Guy)","►► Confused about what to text him? Just copy & paste these 9 FREE texts → http://www.9Texts.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
Since moving from London to the United States, it’s taken a while for me to get used to the idea of Thanksgiving. 

At first it felt weird to have an extra holiday squeezed in just before Christmas. 

But now I love it (watch this video to see what I’m thankful for). 

And it got me wondering... could you even be grateful for the bad things in life? Say, bad dates, bad men, bad relationships?

Sound crazy?

Well, take a look at this and you’ll see what I mean...

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'dating advice for women', 'what men want', 'how to attract men', 'meet men', 'get the guy', 'make him like you', 'make him love you', 'tips for women', 'flirting tips', 'texting', 'calling', 'how to talk to men', 'love advice', 'relationships', 'matt hussey', 'matthew hussy', 'mathew hussey', 'how to flirt', 'matthew hussey jameson', 'thanksgiving', 'how to be more grateful', 'how to be more attractive']",PT3M46S,hd,false,112419,2544,439
602,HwSAe8fkP3E,2016-11-13T03:00:01Z,"How to Conquer Fear And Embrace Your Next Chapter (Matthew Hussey, Get The Guy)","►► Get 10 years of growth in just 5 days. Learn how → http://www.MatthewHusseyRetreat.com


▼
Don’t Miss Out! Subscribe to my YouTube channel now.
I post new dating advice for women every Sunday.

▼
I’ve met many women on my programs who are scared because life is changing around them. 

Relationships come and go. Children grow up. People get fired. Love is lost and found. It’s all difficult. 

When life changes around us, our instinct will always be to think things like:

“This is scary”
“I don’t know what’s going to happen to me”
“How will I cope with this?”

But what if you could make change work for you? What if you didn’t have to feel afraid and helpless anymore?

In this video, I’m going to share my biggest 2 secrets about long-term change and show how you can be 5x more prepared and excited for this new chapter in your life...

►► Deep down, you know there’s something missing in your love life, your career, or your personal life. GOOD NEWS - I have a proven method to transform your life in just 5 short days with me →
http://www.MatthewHusseyRetreat.com

►► FREE download: “9 Texts to Get Any Man” → http://www.9texts.com

►► FREE download: “5 Compliments to Get Him Addicted to You” → http://www.SayThisToHim.com


▼ Get My Latest Dating Tips and Connect With Me… ▼

Blog → http://www.gettheguy.co.uk/blog/

Facebook → https://facebook.com/CoachMatthewHussey

Twitter → https://twitter.com/matthewhussey","['matthew hussey', 'retreat', 'matthew hussey retreat', 'dating advice for women', 'ready for love', 'confidence issues', 'build confidence', 'self esteem', 'Unleash the Power Within', 'tony robbins', 'date with destiny', 'personal dynamics', 'seminar', 'self help', 'coaching', 'training', 'women’s retreat', 'high value woman']",PT4M24S,hd,false,111583,3010,170
